325.0	5.6732e-07
325.2	5.8812e-07
325.4	6.0968e-07
325.6	6.3203e-07
325.8	6.552e-07
326.0	6.7922e-07
326.2	7.0412e-07
326.4	7.2993e-07
326.6	7.5669e-07
326.8	7.8442e-07
327.0	8.1318e-07
327.2	8.4299e-07
327.4	8.7389e-07
327.6	9.0593e-07
327.8	9.3914e-07
328.0	9.1844e-07
328.2	8.1333e-07
328.4	7.2025e-07
328.6	6.3782e-07
328.8	5.6482e-07
329.0	5.0018e-07
329.2	4.4294e-07
329.4	3.9225e-07
329.6	3.4736e-07
329.8	3.076e-07
330.0	2.724e-07
330.2	2.4122e-07
330.4	2.1362e-07
330.6	1.8917e-07
330.8	1.6752e-07
331.0	1.4835e-07
331.2	1.3137e-07
331.4	1.1634e-07
331.6	1.0302e-07
331.8	1.0486e-07
332.0	1.1165e-07
332.2	1.1889e-07
332.4	1.2659e-07
332.6	1.348e-07
332.8	1.4354e-07
333.0	1.5284e-07
333.2	1.6275e-07
333.4	1.7329e-07
333.6	1.8453e-07
333.8	1.9649e-07
334.0	2.0922e-07
334.2	2.2278e-07
334.4	2.3722e-07
334.6	2.526e-07
334.8	2.6897e-07
335.0	2.864e-07
335.2	3.6781e-07
335.4	4.7237e-07
335.6	5.5576e-07
335.8	5.0625e-07
336.0	4.6114e-07
336.2	4.2006e-07
336.4	3.8263e-07
336.6	3.4854e-07
336.8	3.1749e-07
337.0	2.892e-07
337.2	2.6343e-07
337.4	2.3996e-07
337.6	2.1858e-07
337.8	1.9911e-07
338.0	1.8137e-07
338.2	1.6521e-07
338.4	1.5049e-07
338.6	1.3708e-07
338.8	1.2487e-07
339.0	1.1374e-07
339.2	1.0361e-07
339.4	1.0e-07
339.6	1.0e-07
339.8	1.0e-07
340.0	1.0e-07
340.2	1.0e-07
340.4	1.0e-07
340.6	1.0e-07
340.8	1.0e-07
341.0	1.0e-07
341.2	1.0e-07
341.4	1.0e-07
341.6	1.0e-07
341.8	1.0e-07
342.0	1.0e-07
342.2	1.0e-07
342.4	1.0e-07
342.6	1.0e-07
342.8	1.0e-07
343.0	1.0e-07
343.2	1.0e-07
343.4	1.0e-07
343.6	1.0e-07
343.8	1.0e-07
344.0	1.0e-07
344.2	1.0e-07
344.4	1.0e-07
344.6	1.0e-07
344.8	1.0e-07
345.0	1.0e-07
345.2	1.0e-07
345.4	1.0e-07
345.6	1.0e-07
345.8	1.0e-07
346.0	1.0e-07
346.2	1.0e-07
346.4	1.0e-07
346.6	1.0e-07
346.8	1.0303e-07
347.0	1.1156e-07
347.2	1.2081e-07
347.4	1.3082e-07
347.6	1.4165e-07
347.8	1.5339e-07
348.0	1.6609e-07
348.2	1.7985e-07
348.4	1.9475e-07
348.6	2.1089e-07
348.8	2.2836e-07
349.0	2.4727e-07
349.2	2.6776e-07
349.4	2.8994e-07
349.6	3.1396e-07
349.8	3.3997e-07
350.0	3.6813e-07
350.2	3.9863e-07
350.4	4.3165e-07
350.6	4.1382e-07
350.8	3.8215e-07
351.0	3.5291e-07
351.2	3.259e-07
351.4	3.0096e-07
351.6	2.7793e-07
351.8	2.5666e-07
352.0	2.3702e-07
352.2	2.1888e-07
352.4	2.0213e-07
352.6	1.8667e-07
352.8	1.7238e-07
353.0	1.5919e-07
353.2	1.4701e-07
353.4	1.3576e-07
353.6	1.2537e-07
353.8	1.1578e-07
354.0	1.0692e-07
354.2	1.0e-07
354.4	1.0e-07
354.6	1.0e-07
354.8	1.0e-07
355.0	1.0e-07
355.2	1.0e-07
355.4	1.0e-07
355.6	1.0e-07
355.8	1.0e-07
356.0	1.0e-07
356.2	1.0e-07
356.4	1.0e-07
356.6	1.0e-07
356.8	1.0e-07
357.0	1.0e-07
357.2	1.0e-07
357.4	1.0e-07
357.6	1.0e-07
357.8	1.0e-07
358.0	1.1249e-07
358.2	1.3856e-07
358.4	1.7066e-07
358.6	2.1019e-07
358.8	2.5889e-07
359.0	3.1887e-07
359.2	3.9274e-07
359.4	4.8373e-07
359.6	5.958e-07
359.8	7.3383e-07
360.0	9.0385e-07
360.2	1.1132e-06
360.4	1.3712e-06
360.6	1.6888e-06
360.8	2.0801e-06
361.0	2.562e-06
361.2	3.1555e-06
361.4	3.8866e-06
361.6	4.787e-06
361.8	5.6416e-06
362.0	6.6412e-06
362.2	7.818e-06
362.4	9.2033e-06
362.6	1.0834e-05
362.8	1.2754e-05
363.0	1.5013e-05
363.2	1.7674e-05
363.4	2.0805e-05
363.6	2.4492e-05
363.8	2.8831e-05
364.0	3.394e-05
364.2	3.9954e-05
364.4	4.7033e-05
364.6	5.5367e-05
364.8	6.5177e-05
365.0	7.6725e-05
365.2	1.1346e-04
365.4	1.4623e-04
365.6	1.1985e-04
365.8	1.7161e-04
366.0	1.3575e-04
366.2	1.4539e-04
366.4	1.6404e-04
366.6	1.7106e-04
366.8	1.882e-04
367.0	2.222e-04
367.2	2.2465e-04
367.4	2.8982e-04
367.6	2.5217e-04
367.8	2.3439e-04
368.0	2.7128e-04
368.2	3.1459e-04
368.4	5.7075e-04
368.6	8.1985e-04
368.8	7.1802e-04
369.0	4.6325e-04
369.2	3.8265e-04
369.4	4.0855e-04
369.6	4.7109e-04
369.8	7.0242e-04
370.0	9.4403e-04
370.2	8.4214e-04
370.4	5.1617e-04
370.6	3.8642e-04
370.8	3.8156e-04
371.0	4.1205e-04
371.2	3.6279e-04
371.4	3.9897e-04
371.6	4.0045e-04
371.8	4.3948e-04
372.0	5.6893e-04
372.2	0.00106
372.4	0.00249
372.6	0.00259
372.8	0.00118
373.0	7.1814e-04
373.2	5.8301e-04
373.4	5.5629e-04
373.6	5.6171e-04
373.8	6.3532e-04
374.0	7.863e-04
374.2	0.00118
374.4	0.00262
374.6	0.00505
374.8	0.00351
375.0	0.00155
375.2	9.802e-04
375.4	7.997e-04
375.6	7.1008e-04
375.8	7.0783e-04
376.0	7.966e-04
376.2	9.1058e-04
376.4	0.00123
376.6	0.00255
376.8	0.00937
377.0	0.01829
377.2	0.00747
377.4	0.00267
377.6	0.0017
377.8	0.00141
378.0	0.00141
378.2	0.0018
378.4	0.00373
378.6	0.01
378.8	0.00925
379.0	0.00288
379.2	0.00133
379.4	9.1361e-04
379.6	7.7914e-04
379.8	7.0306e-04
380.0	6.5514e-04
380.2	5.9235e-04
380.4	6.0864e-04
380.6	6.0391e-04
380.8	6.1275e-04
381.0	6.5704e-04
381.2	6.6733e-04
381.4	7.3805e-04
381.6	9.2714e-04
381.8	0.00178
382.0	0.00518
382.2	0.00796
382.4	0.0038
382.6	0.00181
382.8	0.00139
383.0	0.00135
383.2	0.00156
383.4	0.00276
383.6	0.00646
383.8	0.00511
384.0	0.00192
384.2	0.00103
384.4	7.8399e-04
384.6	6.5324e-04
384.8	6.469e-04
385.0	6.1865e-04
385.2	5.9545e-04
385.4	5.7372e-04
385.6	6.0838e-04
385.8	5.978e-04
386.0	5.9376e-04
386.2	6.4227e-04
386.4	6.6009e-04
386.6	7.1245e-04
386.8	7.9211e-04
387.0	0.00102
387.2	0.00141
387.4	0.00229
387.6	0.00378
387.8	0.00579
388.0	0.00849
388.2	0.01433
388.4	0.03391
388.6	0.08051
388.8	0.07755
389.0	0.03044
389.2	0.01392
389.4	0.00952
389.6	0.00848
389.8	0.00989
390.0	0.01747
390.2	0.05338
390.4	0.08857
390.6	0.03955
390.8	0.01191
391.0	0.00543
391.2	0.00335
391.4	0.00239
391.6	0.00185
391.8	0.00154
392.0	0.00114
392.2	9.324e-04
392.4	6.8879e-04
392.6	6.7941e-04
392.8	6.2479e-04
393.0	5.6917e-04
393.2	5.6876e-04
393.4	5.7361e-04
393.6	5.9698e-04
393.8	6.7574e-04
394.0	8.6293e-04
394.2	0.00117
394.4	0.00167
394.6	0.00222
394.8	0.00201
395.0	0.0014
395.2	9.7208e-04
395.4	6.615e-04
395.6	5.2715e-04
395.8	4.3286e-04
396.0	4.5501e-04
396.2	4.5065e-04
396.4	4.5021e-04
396.6	4.1144e-04
396.8	4.9622e-04
397.0	5.4472e-04
397.2	7.1848e-04
397.4	8.6834e-04
397.6	0.00108
397.8	0.00164
398.0	0.00258
398.2	0.00431
398.4	0.00751
398.6	0.01377
398.8	0.02599
399.0	0.05285
399.2	0.1271
399.4	0.31504
399.6	0.40422
399.8	0.20278
400.0	0.07811
400.2	0.04116
400.4	0.02781
400.6	0.02195
400.8	0.01954
401.0	0.01914
401.2	0.02038
401.4	0.02387
401.6	0.03081
401.8	0.04489
402.0	0.07472
402.2	0.13634
402.4	0.21262
402.6	0.21978
402.8	0.15921
403.0	0.10603
403.2	0.07772
403.4	0.05978
403.6	0.04347
403.8	0.02809
404.0	0.01641
404.2	0.0095
404.4	0.00589
404.6	0.00395
404.8	0.00288
